SalesOrderNumber	OrderDate	OrderedProducts	EmployeeKey	OrderedQuantity	TotalPrice	TotalSales	TotalCost	TotalMargin
SO53493	2019-09-08	30	287	100	6042.57	23384.37	20674.74	2709.63
SO53540	2019-09-17	14	285	21	5162.89	8048.34	9770.8	-1722.46
SO58985	2019-12-14	4	284	6	1722.47	3067.05	3226.35	-159.3
SO49846	2019-04-11	2	293	2	249.54	249.54	218.69	30.85
SO44282	2017-10-03	15	288	46	12071.45	40341.04	37425.39	2915.65
SO69466	2020-05-14	37	287	117	16565.6	32061.68	33445.89	-1384.21
SO44554	2017-11-25	1	286	1	722.59	722.59	623.84	98.75
SO48342	2018-12-18	2	281	7	2485.7	8699.95	7824.99	874.96
SO51875	2019-08-31	29	296	86	12669.47	42550.24	52543.04	-9992.8
SO46952	2018-08-06	1	285	1	165.23	165.23	122.27	42.96
SO47999	2018-11-09	30	282	76	13892.4	34148.34	30280.91	3867.43
SO50700	2019-06-13	3	291	6	79.02	181.69	154.34	27.35
SO45516	2018-03-01	21	283	33	9898.27	19162.24	19247.93	-85.69
SO46668	2018-07-27	53	287	253	17409.48	59989.4	60770.14	-780.74
SO49499	2019-03-17	15	281	49	8177.0	32712.33	29451.49	3260.84
SO50689	2019-06-11	45	291	120	17777.44	46260.6	46271.92	-11.32
SO44087	2017-09-09	2	282	4	2503.86	5007.72	5046.87	-39.15
SO43903	2017-08-26	1	285	1	20.19	20.19	12.03	8.16
SO57086	2019-11-13	58	292	256	15411.38	50027.99	45070.69	4957.3
SO58966	2019-12-11	3	289	3	2321.26	2321.26	2404.82	-83.56
SO49049	2019-02-03	2	291	6	45.58	136.74	94.02	42.72
SO48738	2019-01-06	4	287	7	1879.16	3288.53	3406.95	-118.42
SO47405	2018-09-14	1	282	1	780.82	780.82	722.26	58.56
SO46632	2018-07-13	1	284	1	24.29	24.29	17.98	6.31
SO44748	2017-12-10	1	283	1	874.79	874.79	884.71	-9.92
SO45558	2018-03-18	3	285	3	6104.97	6104.97	5722.39	382.58
SO53624	2019-09-30	2	288	2	981.28	981.28	1502.4	-521.12
SO55319	2019-10-28	1	281	3	158.43	475.29	433.78	41.51
SO45060	2018-01-18	19	287	32	14530.18	23946.5	24014.13	-67.63
SO48736	2019-01-05	1	284	1	33.77	33.77	24.99	8.78
SO48332	2018-12-15	25	292	76	12278.13	42866.43	43309.81	-443.38
SO45057	2018-01-17	17	284	28	12809.71	22233.06	22309.38	-76.32
SO45275	2018-02-05	5	285	16	2552.63	7166.69	7081.91	84.78
SO63186	2020-02-13	2	288	2	645.46	645.46	661.29	-15.83
SO51095	2019-07-05	6	287	16	674.75	803.71	740.87	62.84
SO47401	2018-09-14	1	272	1	469.79	469.79	486.71	-16.92
SO51710	2019-08-05	13	296	35	7382.75	19566.23	23899.52	-4333.29
SO44551	2017-11-23	15	282	49	14377.91	41097.57	38475.54	2622.03
SO45323	2018-02-19	25	284	116	10476.72	38694.97	38556.1	138.87
SO51724	2019-08-07	16	292	20	7089.29	9108.92	10426.53	-1317.61
SO58960	2019-12-11	4	288	11	1502.96	5801.89	5191.16	610.73
SO61181	2020-01-04	23	283	54	12020.25	30499.9	27579.8	2920.1
SO44316	2017-10-30	6	281	11	2102.49	3785.52	3729.73	55.79
SO50263	2019-05-20	21	283	60	9060.87	30252.33	26884.98	3367.35
SO67343	2020-04-29	42	288	211	13821.54	36869.26	38157.7	-1288.44
SO44764	2017-12-18	3	285	4	1713.71	2133.17	2124.15	9.02
SO63269	2020-02-25	10	284	23	2470.66	5394.29	4827.61	566.68
SO59012	2019-12-19	52	283	176	21261.97	52733.21	53208.68	-475.47
SO44517	2017-11-10	27	287	47	16621.01	24901.86	24920.25	-18.39
SO46031	2018-05-02	2	284	2	2175.8	2175.8	2203.01	-27.21
SO63270	2020-02-25	3	285	6	1513.78	4340.65	3911.11	429.54
SO49510	2019-03-20	29	288	74	19303.27	47083.99	47992.93	-908.94
SO53554	2019-09-19	20	294	79	1931.17	3671.72	2994.17	677.55
SO45052	2018-01-13	5	288	14	10154.95	28409.86	26629.57	1780.29
SO53519	2019-09-13	1	290	1	334.06	334.06	461.44	-127.38
SO49828	2019-04-03	58	291	250	21045.32	88444.35	88231.29	213.06
SO46997	2018-08-17	28	284	119	13653.6	57999.12	59973.19	-1974.07
SO69488	2020-05-17	4	289	19	184.48	764.26	583.33	180.93
SO49077	2019-02-07	1	281	1	647.99	647.99	598.44	49.55
SO43898	2017-08-26	28	284	132	12971.44	51060.59	51071.58	-10.99
SO46084	2018-05-23	2	282	3	1294.25	1713.71	1711.0	2.71
SO47674	2018-10-05	6	281	19	2416.49	7719.26	7937.24	-217.98
SO63153	2020-02-07	10	292	15	7568.88	11642.18	12029.86	-387.68
SO44311	2017-10-26	7	281	11	5216.79	7349.96	7343.76	6.2
SO59015	2019-12-19	3	281	4	1460.97	1502.96	1330.51	172.45
SO53533	2019-09-16	31	287	61	13684.5	26140.2	31206.83	-5066.63
SO63167	2020-02-09	16	283	30	9717.81	19702.67	20752.79	-1050.12
SO44798	2017-12-30	13	285	29	11021.93	33438.72	31292.66	2146.06
SO65243	2020-03-18	16	284	32	8865.73	17152.5	17575.1	-422.6
SO48753	2019-01-13	13	283	49	8140.35	30333.69	27278.76	3054.93
SO67274	2020-04-07	29	287	88	9481.66	22313.26	19921.85	2391.41
SO51803	2019-08-20	2	292	2	1717.8	1717.8	1737.26	-19.46
SO48064	2018-11-23	1	293	1	88.93	88.93	65.81	23.12
SO57018	2019-11-02	2	288	3	783.85	1512.76	1550.96	-38.2
SO43859	2017-08-08	4	282	7	1742.55	3911.59	3925.28	-13.69
SO58940	2019-12-06	24	287	69	5884.26	15345.15	13610.3	1734.85
SO55236	2019-10-03	25	288	47	15520.64	25645.17	26316.16	-670.99
SO46027	2018-05-02	6	281	7	3036.8	3456.26	3453.73	2.53
SO49053	2019-02-03	43	289	162	14663.69	48748.41	43271.06	5477.35
SO69508	2020-05-21	38	293	209	17102.04	106267.61	112037.76	-5770.15
SO55289	2019-10-18	1	289	1	158.43	158.43	144.59	13.84
SO58948	2019-12-08	39	296	115	15777.32	25385.84	25904.98	-519.14
SO46949	2018-08-06	5	291	8	3400.65	4810.02	4833.11	-23.09
SO69423	2020-05-07	2	293	7	83.98	293.93	183.24	110.69
SO59006	2019-12-18	4	283	10	2081.96	3683.9	3277.46	406.44
SO63204	2020-02-17	24	292	62	16358.41	44660.75	46074.26	-1413.51
SO57080	2019-11-11	48	288	165	14752.88	46762.93	42143.17	4619.76
SO63182	2020-02-12	12	283	27	9444.73	21200.0	21947.49	-747.49
SO49527	2019-03-27	13	287	52	9349.43	34916.34	31469.05	3447.29
SO51709	2019-08-05	2	283	5	59.09	173.39	108.09	65.3
SO44557	2017-11-25	21	283	34	17047.87	28122.97	28259.73	-136.76
SO48397	2018-12-30	26	282	72	13552.49	30460.31	26969.51	3490.8
SO51121	2019-07-15	53	287	231	20831.73	79681.14	83514.09	-3832.95
SO44532	2017-11-15	1	272	1	2146.96	2146.96	2171.29	-24.33
SO45070	2018-01-28	18	283	50	10083.74	28091.4	28062.29	29.11
SO65280	2020-03-24	32	295	76	15791.34	28722.04	29323.52	-601.48
SO63255	2020-02-23	3	288	5	1460.97	1544.95	1356.68	188.27
SO69491	2020-05-18	4	296	5	3627.89	5058.33	5224.72	-166.39
SO53599	2019-09-26	4	281	8	859.84	1667.92	1665.79	2.13
SO63271	2020-02-25	3	282	13	1031.37	3115.67	3281.15	-165.48
SO43853	2017-08-05	6	288	13	12179.94	26354.87	24703.34	1651.53
SO48313	2018-12-09	11	287	47	5135.1	13301.4	11835.65	1465.75
SO53521	2019-09-13	4	295	7	1282.03	1373.53	1451.41	-77.88
SO49120	2019-02-18	2	291	3	45.58	68.37	47.01	21.36
SO46648	2018-07-17	50	283	229	15919.29	57247.89	50631.38	6616.51
SO45548	2018-03-14	7	287	15	3391.55	7657.89	7611.89	46.0
SO46360	2018-06-17	10	284	25	4311.36	9480.62	21058.93	-11578.31
SO58934	2019-12-04	18	296	45	6153.65	11375.25	11605.44	-230.19
SO69408	2020-05-04	43	289	174	14763.61	49938.05	46214.63	3723.42
SO48383	2018-12-28	4	286	6	2181.92	2940.86	2589.89	350.97
SO47375	2018-09-07	1	283	1	469.79	469.79	486.71	-16.92
SO50215	2019-05-07	5	293	7	3747.35	3792.93	3392.16	400.77
SO51850	2019-08-27	42	291	274	15279.11	69330.52	76466.03	-7135.51
SO48023	2018-11-15	20	284	71	8287.96	31255.99	31666.14	-410.15
SO57124	2019-11-19	1	282	2	1391.99	2783.98	2531.24	252.74
SO50705	2019-06-15	8	281	29	2931.27	10763.06	11019.31	-256.25
SO48350	2018-12-20	20	291	85	10064.66	35310.01	31790.95	3519.06
SO45280	2018-02-05	12	284	22	7650.61	12755.87	12736.58	19.29
SO49113	2019-02-16	38	283	110	12057.04	25124.53	22099.85	3024.68
SO57171	2019-11-27	1	296	2	602.35	1204.7	1203.49	1.21
SO45289	2018-02-09	9	285	26	12407.7	39750.03	36869.77	2880.26
SO57053	2019-11-07	6	292	18	2400.24	7519.32	7940.4	-421.08
SO58949	2019-12-09	4	291	17	1502.96	7388.83	6574.03	814.8
SO67327	2020-04-25	43	283	190	13487.61	31161.81	32129.69	-967.88
SO44762	2017-12-16	21	287	103	18880.27	92836.48	86189.91	6646.57
SO50267	2019-05-20	1	293	1	1229.46	1229.46	1105.81	123.65
SO59074	2019-12-31	40	283	230	11241.61	36759.16	38162.85	-1403.69
SO50758	2019-06-30	9	293	17	2472.96	4515.93	4598.43	-82.5
SO48041	2018-11-17	9	282	17	5209.06	10151.68	9697.24	454.44
SO47678	2018-10-06	8	292	33	2606.31	6919.17	6089.19	829.98
SO69484	2020-05-16	3	293	5	1880.67	1964.65	1750.29	214.36
SO67328	2020-04-25	2	295	3	709.54	746.79	768.22	-21.43
SO48089	2018-11-30	40	282	201	13386.24	60898.29	54234.31	6663.98
SO47000	2018-08-18	10	291	20	3174.58	5894.96	5171.3	723.66
SO48748	2019-01-12	4	281	15	1297.83	1548.52	1325.2	223.32
SO45332	2018-02-22	15	283	27	16295.39	27877.4	28049.48	-172.08
SO45314	2018-02-17	17	288	29	10245.6	15022.53	14982.08	40.45
SO48794	2019-01-31	1	285	1	469.79	469.79	486.71	-16.92
SO50757	2019-06-29	3	285	5	1275.04	1320.62	1168.49	152.13
SO45532	2018-03-08	12	283	27	3104.18	6691.85	6613.96	77.89
SO48340	2018-12-17	19	284	72	9988.08	26664.75	23843.99	2820.76
SO50749	2019-06-26	24	281	61	11119.29	25585.04	22573.9	3011.14
SO49155	2019-02-27	1	281	1	1308.94	1308.94	1320.68	-11.74
SO65224	2020-03-12	22	288	59	9945.98	26146.27	23582.66	2563.61
SO49524	2019-03-25	5	285	13	2527.29	3916.28	3474.13	442.15
SO53458	2019-09-02	51	288	394	15834.31	98517.05	114740.26	-16223.21
SO47382	2018-09-09	1	286	1	65.6	65.6	48.55	17.05
SO44753	2017-12-12	3	282	4	1534.44	2292.52	2261.23	31.29
SO45554	2018-03-17	12	282	31	11015.98	25517.39	23872.09	1645.3
SO57052	2019-11-07	7	281	25	159.25	417.69	377.19	40.5
SO69533	2020-05-27	33	285	91	13779.06	50673.91	47452.51	3221.4
SO49458	2019-03-05	1	284	1	198.04	198.04	146.55	51.49
SO63281	2020-02-26	25	285	63	12029.39	36065.67	32623.9	3441.77
SO69473	2020-05-15	6	283	11	1377.29	1935.88	2578.79	-642.91
SO51873	2019-08-31	2	281	3	325.36	326.73	345.36	-18.63
SO67336	2020-04-27	3	282	3	3589.79	3589.79	3719.03	-129.24
SO65274	2020-03-23	1	296	1	200.05	200.05	199.85	0.2
SO69474	2020-05-15	10	285	33	2506.11	9900.3	10460.32	-560.02
SO44487	2017-11-03	8	281	26	11804.11	41868.83	38998.27	2870.56
SO50753	2019-06-28	27	287	132	13208.92	52108.7	45976.38	6132.32
SO59032	2019-12-21	5	283	15	2375.95	2748.45	2889.31	-140.86
SO57144	2019-11-22	48	282	160	12714.14	31339.26	28300.33	3038.93
SO46353	2018-06-13	7	283	12	3420.98	5963.63	13348.33	-7384.7
SO69426	2020-05-07	46	292	247	15841.46	61243.71	63358.8	-2115.09
SO61226	2020-01-18	9	296	28	265.84	680.81	746.79	-65.98
SO69424	2020-05-07	6	281	49	157.77	752.56	552.43	200.13
SO44305	2017-10-19	15	285	39	9841.85	18881.96	17496.83	1385.13
SO49463	2019-03-06	2	281	6	1249.65	2539.68	2267.13	272.55
SO51871	2019-08-31	1	296	1	200.05	200.05	199.85	0.2
SO65227	2020-03-13	1	281	1	602.35	602.35	601.74	0.61
SO57105	2019-11-16	42	282	213	16249.85	111498.09	103212.65	8285.44
SO53514	2019-09-12	58	289	226	20036.06	58895.12	69019.34	-10124.22
SO49851	2019-04-13	36	281	153	11417.37	37240.03	32966.64	4273.39
SO44299	2017-10-15	27	287	46	14997.13	31624.75	31817.77	-193.02
SO61195	2020-01-08	29	289	132	7543.67	40282.33	42605.47	-2323.14
SO51115	2019-07-13	1	285	2	1391.99	2783.98	2531.24	252.74
SO65200	2020-03-09	32	286	128	13958.97	47079.56	42070.38	5009.18
SO69409	2020-05-04	13	282	34	2927.92	6979.54	7241.6	-262.06
SO48765	2019-01-19	4	282	8	1350.8	1499.16	1295.84	203.32
SO45517	2018-03-01	6	281	14	4699.59	9421.26	9428.45	-7.19
SO47028	2018-08-24	39	282	151	11393.98	39992.73	35558.75	4433.98
SO46944	2018-08-03	28	282	139	13744.0	77647.72	69783.9	7863.82
SO43869	2017-08-14	10	282	28	15156.69	49193.88	45778.6	3415.28
SO44493	2017-11-05	9	285	21	3880.91	6476.11	6437.72	38.39
SO61228	2020-01-20	35	285	137	9018.13	22488.92	23321.16	-832.24
SO61263	2020-01-31	32	295	133	9965.32	29632.9	30094.06	-461.16
SO46045	2018-05-10	31	285	109	14445.6	48909.61	48786.6	123.01
SO65317	2020-03-30	2	296	4	802.4	1604.8	1603.19	1.61
SO51796	2019-08-19	2	283	4	17.64	20.38	14.61	5.77
SO50733	2019-06-23	5	283	8	1946.7	2953.82	3020.2	-66.38
SO49129	2019-02-19	42	292	132	14758.8	43071.69	38325.08	4746.61
SO57057	2019-11-08	8	291	33	3006.94	5388.36	4677.81	710.55
SO58909	2019-12-01	46	282	261	15104.42	74229.96	78277.47	-4047.51
SO49866	2019-04-18	2	289	3	94.44	123.28	106.71	16.57
SO49054	2019-02-04	4	289	5	1297.83	1320.62	1168.49	152.13
SO63253	2020-02-23	1	288	1	323.99	323.99	343.65	-19.66
SO44512	2017-11-09	2	288	4	838.92	1677.84	1652.59	25.25
SO47356	2018-09-03	2	292	2	635.02	635.02	608.98	26.04
SO48757	2019-01-15	20	289	102	10933.05	63880.21	57522.96	6357.25
SO65214	2020-03-11	1	288	2	1.37	2.74	1.71	1.03
SO47981	2018-11-04	4	272	13	2504.5	2709.61	2384.0	325.61
SO47683	2018-10-08	32	283	143	20718.83	82582.57	83668.5	-1085.93
SO43668	2017-07-07	29	288	93	11380.26	35944.19	35849.46	94.73
SO59068	2019-12-29	46	281	199	16335.29	68642.2	61483.74	7158.46
SO47723	2018-10-29	1	288	1	1308.94	1308.94	1320.68	-11.74
SO50714	2019-06-18	1	283	1	469.79	469.79	486.71	-16.92
SO44304	2017-10-18	9	285	21	13124.59	37499.47	34929.82	2569.65
SO50748	2019-06-26	44	281	160	11581.63	39339.3	39219.84	119.46
SO49481	2019-03-11	38	282	198	12610.54	36892.15	32189.02	4703.13
SO47423	2018-09-18	7	283	13	2437.26	4262.9	4138.98	123.92
SO65231	2020-03-14	1	284	1	445.41	445.41	461.44	-16.03
SO49093	2019-02-11	19	281	39	10027.4	22243.31	19825.98	2417.33
SO59052	2019-12-26	2	295	3	377.89	734.79	734.98	-0.19
SO48011	2018-11-12	3	281	16	1409.37	7516.64	7787.31	-270.67
SO44540	2017-11-17	16	286	43	12574.98	38638.7	35931.32	2707.38
SO47971	2018-11-02	5	285	12	2348.95	5637.48	5840.49	-203.01
SO50756	2019-06-29	36	285	114	12762.74	37658.57	33585.17	4073.4
SO65223	2020-03-12	1	281	1	24.29	24.29	17.98	6.31
SO55280	2019-10-15	29	291	111	15600.78	68404.35	71791.51	-3387.16
SO48360	2018-12-22	7	283	27	2886.28	11075.33	11394.17	-318.84
SO67304	2020-04-16	26	291	112	13419.9	58150.48	62564.97	-4414.49
SO69519	2020-05-23	1	285	1	672.29	672.29	713.08	-40.79
SO61191	2020-01-06	1	283	1	602.35	602.35	601.74	0.61
SO55297	2019-10-22	66	291	342	17124.28	77452.06	69287.95	8164.11
SO55313	2019-10-26	7	285	18	2772.56	3845.25	4020.18	-174.93
SO50261	2019-05-18	7	291	29	2561.32	5482.64	4861.18	621.46
SO53594	2019-09-25	4	294	4	1075.34	1075.34	1055.38	19.96
SO46631	2018-07-13	16	281	64	3220.26	7409.29	6370.8	1038.49
SO67261	2020-04-03	27	288	66	15111.8	29064.25	30003.4	-939.15
SO44314	2017-10-28	23	283	64	13591.49	42088.82	42102.35	-13.53
SO69420	2020-05-07	2	293	5	1418.98	1544.95	1356.69	188.26
SO48296	2018-12-04	37	291	114	17829.65	44080.82	44350.34	-269.52
SO47989	2018-11-07	11	287	32	2864.95	7477.52	7468.56	8.96
SO44498	2017-11-05	15	284	28	9939.14	15432.47	15415.37	17.1
SO46960	2018-08-08	20	282	53	3825.63	10176.96	10352.12	-175.16
SO69471	2020-05-14	38	282	207	14301.44	95037.98	94571.77	466.21
SO49138	2019-02-22	17	291	69	9440.02	33688.75	30353.38	3335.37
SO49063	2019-02-06	2	282	7	45.58	159.53	109.69	49.84
SO57068	2019-11-09	39	292	91	12794.98	33186.58	29758.07	3428.51
SO45315	2018-02-17	14	284	35	20053.96	51062.28	47236.13	3826.15
SO46024	2018-05-02	8	288	15	12221.34	14280.53	13370.05	910.48
SO49091	2019-02-11	24	285	64	16602.71	43681.72	44455.29	-773.57
SO51797	2019-08-19	1	293	1	31.58	31.58	23.37	8.21
SO49061	2019-02-05	21	288	80	10953.24	38306.24	34350.41	3955.83
SO46624	2018-07-08	21	287	79	9705.27	37667.98	33686.02	3981.96
SO46636	2018-07-14	1	285	1	180.13	180.13	133.3	46.83
SO44765	2017-12-18	11	284	20	4484.31	5821.13	5792.93	28.2
SO48050	2018-11-19	24	281	53	14675.74	33644.32	33422.44	221.88
SO63218	2020-02-18	11	288	19	9406.63	17193.53	17812.5	-618.97
SO46376	2018-06-23	2	281	2	776.36	776.36	765.29	11.07
SO55278	2019-10-15	5	289	14	2879.95	3257.86	2818.08	439.78
SO65318	2020-03-30	1	296	1	1391.99	1391.99	1265.62	126.37
SO69542	2020-05-28	25	291	68	11299.48	26034.73	27120.13	-1085.4
SO53541	2019-09-17	48	296	150	16511.49	31225.93	35678.51	-4452.58
SO44514	2017-11-09	11	282	26	14073.54	42563.59	39595.18	2968.41
SO43895	2017-08-24	15	286	39	13240.14	32459.9	30131.2	2328.7
SO57027	2019-11-04	8	285	26	2537.34	7251.47	7385.44	-133.97
SO55292	2019-10-19	1	285	1	24.29	24.29	17.98	6.31
SO69514	2020-05-21	7	282	15	2465.34	3708.5	3859.35	-150.85
SO49471	2019-03-07	2	288	3	1877.45	2525.44	2302.68	222.76
SO44522	2017-11-13	22	281	34	14808.1	26149.23	26259.35	-110.12
SO47365	2018-09-04	57	291	350	16419.87	89880.88	79628.43	10252.45
SO65162	2020-03-03	4	284	15	1502.96	4634.85	4070.06	564.79
SO67340	2020-04-28	1	285	1	672.29	672.29	713.08	-40.79
SO69516	2020-05-22	1	296	1	200.05	200.05	199.85	0.2
SO57037	2019-11-05	40	281	118	13392.53	40447.3	36278.98	4168.32
SO65158	2020-03-03	40	288	184	15981.44	67837.87	69565.99	-1728.12
SO44293	2017-10-11	25	281	46	13483.07	23983.73	23992.5	-8.77
SO67345	2020-04-29	2	296	2	509.31	509.31	508.73	0.58
SO48357	2018-12-21	3	285	4	231.46	246.46	217.5	28.96
SO44117	2017-09-24	16	281	22	9265.89	12907.76	12910.21	-2.45
SO48761	2019-01-18	36	291	122	11742.2	29406.85	29182.68	224.17
SO53553	2019-09-19	2	284	3	306.89	370.79	274.39	96.4
SO47424	2018-09-19	13	285	29	6903.13	12625.05	11173.02	1452.03
SO46987	2018-08-14	56	292	355	16427.4	89388.44	78535.78	10852.66
SO48770	2019-01-21	23	283	102	11039.11	35818.99	32160.35	3658.64
SO50278	2019-05-21	1	283	1	324.45	324.45	300.12	24.33
SO48372	2018-12-25	2	283	7	34.03	107.28	108.16	-0.88
SO49836	2019-04-06	40	285	124	13235.52	45570.93	40661.15	4909.78
SO50190	2019-05-01	4	291	10	656.09	767.75	748.57	19.18
SO51154	2019-07-24	49	287	320	16210.75	54531.09	56540.83	-2009.74
SO46049	2018-05-13	35	283	107	21565.79	55740.76	55840.1	-99.34
SO57175	2019-11-28	1	285	1	1020.59	1020.59	1082.51	-61.92
SO67262	2020-04-04	17	281	43	4647.21	7501.59	7684.91	-183.32
SO50209	2019-05-05	43	293	163	12189.21	30242.63	26420.33	3822.3
SO57118	2019-11-17	35	285	84	12204.87	30219.43	27033.18	3186.25
SO45062	2018-01-20	20	285	37	8165.15	15842.63	15876.94	-34.31
SO47431	2018-09-20	3	282	3	288.11	288.11	207.54	80.57
SO58931	2019-12-04	53	296	253	21311.7	49113.91	49076.97	36.94
SO43679	2017-07-18	3	284	5	867.76	1316.06	1302.89	13.17
SO50279	2019-05-21	6	285	17	147.39	453.13	333.39	119.74
SO44751	2017-12-11	3	287	6	391.36	477.88	484.59	-6.71
SO46070	2018-05-19	1	285	1	758.08	758.08	747.97	10.11
SO59044	2019-12-24	32	290	97	19199.67	63244.31	64921.88	-1677.57
SO57084	2019-11-12	1	284	1	323.99	323.99	294.58	29.41
SO44101	2017-09-17	4	285	8	2934.3	9794.64	9874.45	-79.81
SO51847	2019-08-27	13	284	33	4112.04	9849.97	8847.86	1002.11
SO44284	2017-10-07	16	289	84	16417.43	87873.83	82297.3	5576.53
SO49121	2019-02-18	4	285	5	1297.83	1320.62	1168.49	152.13
SO65262	2020-03-21	3	283	6	107.68	225.85	157.8	68.05
SO69463	2020-05-13	1	281	1	323.99	323.99	294.58	29.41
SO50291	2019-05-24	2	285	3	404.66	606.99	561.47	45.52
SO48335	2018-12-15	2	285	2	983.15	983.15	909.42	73.73
SO44130	2017-09-29	9	285	27	10292.84	35410.92	32961.21	2449.71
SO67349	2020-04-30	40	285	212	10802.49	36966.28	38438.31	-1472.03
SO51747	2019-08-11	4	283	6	1389.01	1886.43	1706.77	179.66
SO49883	2019-04-26	1	289	2	44.99	89.98	61.87	28.11
SO43661	2017-07-02	15	288	38	14023.65	32726.44	30212.14	2514.3
SO51162	2019-07-29	1	285	1	356.9	356.9	360.94	-4.04
SO44100	2017-09-16	21	287	78	20130.85	81594.75	76373.61	5221.14
SO61202	2020-01-10	4	289	10	1502.96	4424.9	3939.17	485.73
SO51835	2019-08-25	19	295	55	6888.68	15147.26	17875.37	-2728.11
SO46350	2018-06-12	4	285	6	2133.17	3427.42	3422.01	5.41
SO53567	2019-09-22	53	283	172	16974.85	30705.09	35180.99	-4475.9
SO48768	2019-01-20	13	291	45	9823.05	32159.43	29022.74	3136.69
SO43870	2017-08-15	5	281	12	2162.01	4316.99	4285.05	31.94
SO61221	2020-01-16	3	281	7	2898.98	4443.72	4540.82	-97.1
SO49517	2019-03-22	3	291	6	1409.37	2818.74	2920.23	-101.49
SO51722	2019-08-06	31	282	64	19020.07	38335.23	40132.6	-1797.37
SO50293	2019-05-25	22	285	76	9698.9	22980.43	20562.58	2417.85
SO57019	2019-11-02	24	291	40	15191.65	24430.33	25029.5	-599.17
SO48331	2018-12-15	4	284	8	2160.17	3457.97	3308.56	149.41
SO47380	2018-09-08	36	291	143	11023.87	44036.6	39220.7	4815.9
SO47368	2018-09-06	20	286	43	3915.18	6700.1	6221.89	478.21
SO45312	2018-02-17	3	285	3	2345.73	2345.73	2359.52	-13.79
SO50307	2019-05-29	9	285	19	1855.72	3279.89	3032.27	247.62
SO46948	2018-08-06	54	281	154	22355.32	49290.48	49164.08	126.4
SO46332	2018-06-05	10	288	16	5971.49	8561.73	19156.38	-10594.65
SO45044	2018-01-05	6	282	8	4458.71	5056.75	5060.99	-4.24
SO45063	2018-01-22	8	281	20	4266.34	11121.18	11092.31	28.87
SO50666	2019-06-03	2	284	3	74.18	94.37	64.88	29.49
SO43915	2017-08-30	1	281	2	2024.99	4049.98	3796.19	253.79
SO44092	2017-09-12	8	283	16	2920.34	4075.05	4041.04	34.01
SO51711	2019-08-05	55	289	290	18634.88	101677.5	91160.34	10517.16
SO65275	2020-03-23	3	296	3	1336.23	1336.23	1384.32	-48.09
SO51089	2019-07-03	42	289	184	16559.77	74265.1	67292.07	6973.03
SO49838	2019-04-07	8	287	20	2490.32	6016.6	6139.53	-122.93
SO46950	2018-08-06	20	291	45	3474.23	5495.99	5030.45	465.54
SO49871	2019-04-21	7	291	18	3803.58	5292.89	4727.6	565.29
SO46357	2018-06-16	7	287	16	3432.61	8573.74	8560.72	13.02
SO49825	2019-04-02	25	283	81	11786.07	33604.42	29972.71	3631.71
SO49051	2019-02-03	1	293	1	1242.85	1242.85	1117.86	124.99
SO44766	2017-12-19	4	284	6	4091.38	4102.78	3837.89	264.89
SO53504	2019-09-11	3	295	5	1645.18	2045.28	2090.66	-45.38
SO48308	2018-12-07	7	293	29	1131.13	3027.36	2951.43	75.93
SO48320	2018-12-12	4	291	8	96.91	164.7	113.23	51.47
SO51136	2019-07-17	1	293	2	323.99	647.98	687.3	-39.32
SO47433	2018-09-20	1	282	4	22.79	91.16	62.68	28.48
SO57047	2019-11-07	1	291	1	48.59	48.59	35.96	12.63
SO63158	2020-02-08	3	293	9	1460.97	3047.91	2687.2	360.71
SO46654	2018-07-20	18	285	42	2676.62	7157.16	7396.17	-239.01
SO63143	2020-02-05	2	282	2	90.58	90.58	62.14	28.44
SO51148	2019-07-21	44	286	122	17697.51	43748.53	50616.89	-6868.36
SO48012	2018-11-13	52	282	190	16265.87	51102.95	50008.07	1094.88
SO45316	2018-02-17	1	288	1	2024.99	2024.99	1898.09	126.9
SO69559	2020-05-30	2	282	3	176.9	289.9	663.73	-373.83
SO44543	2017-11-18	2	283	2	367.88	367.88	362.98	4.9
SO50661	2019-06-02	31	287	87	12405.09	29514.12	26229.19	3284.93
SO51118	2019-07-14	1	285	1	26.72	26.72	19.78	6.94
SO47026	2018-08-23	22	285	67	10895.12	41020.15	36700.84	4319.31
SO57045	2019-11-06	20	293	62	12186.71	49178.47	50803.56	-1625.09
SO61252	2020-01-25	2	295	2	372.58	372.58	379.61	-7.03
SO58927	2019-12-03	44	292	223	12213.96	44270.03	46375.14	-2105.11
SO44788	2017-12-27	14	282	56	19949.96	86795.96	80636.22	6159.74
SO69444	2020-05-10	57	295	239	11942.55	35676.38	33497.21	2179.17
SO48026	2018-11-15	33	281	94	16704.56	46280.71	46319.37	-38.66
SO50303	2019-05-28	1	285	1	74.84	74.84	55.38	19.46
SO63150	2020-02-07	1	282	1	445.41	445.41	461.44	-16.03
SO63217	2020-02-18	20	292	33	16210.89	28142.4	29058.33	-915.93
SO51706	2019-08-04	12	282	30	3244.95	7728.15	8085.19	-357.04
SO50262	2019-05-19	2	291	8	45.58	182.32	125.37	56.95
SO45524	2018-03-05	14	288	33	13947.35	36045.87	33522.57	2523.3
SO45291	2018-02-09	23	283	62	19756.84	54553.79	54845.73	-291.94
SO48039	2018-11-17	3	284	6	939.07	1720.8	1487.7	233.1
SO45797	2018-04-14	26	284	51	13717.71	29308.05	29409.92	-101.87
SO51135	2019-07-17	6	288	11	2751.54	5068.09	5389.49	-321.4
